ID	Gene Name	UniProt ID	Species	Drug IDs
312	P	P24024	HBV-D	DB00300; DB00718
313	NDUFC1	O43677	Humans	DB00157
314	RBP4	P02753	Humans	DB00755
315	THRB	P10828	Humans	DB00279; DB00451; DB00509; DB01118; DB01583
316	AGXT	P21549	Humans	DB00114; DB00145
317	HSD17B10	Q99714	Humans	DB00157; DB09568
318	SCTR	P47872	Humans	DB09532
319	NDUFA4L2	Q9NRX3	Humans	DB00157
320	MMAA	Q8IVH4	Humans	DB00115; DB00200
321	GMPS	P49915	Humans	DB00142
322	CA2	P00918	Humans	DB00232; DB00273; DB00391; DB00436; DB00482; DB00562; DB00580; DB00606; DB00695; DB00703; DB00774; DB00819; DB00869; DB00880; DB00909; DB01021; DB01031; DB01119; DB01144; DB01194; DB01325; DB03904; DB09460; DB09472
323	CBS	P35520	Humans	DB00114; DB00118; DB00151
324	TYMS	P04818	Humans	DB00293; DB00322; DB00432; DB00440; DB00441; DB00544; DB00563; DB00642; DB01101; DB06813; DB09256; DB09327
325	RRM1	P23921	Humans	DB00242; DB00441; DB00631; DB01005; DB01073
326	FGF4	P08620	Humans	DB00686; DB01109
327	MTNR1B	P49286	Humans	DB00980; DB01065; DB02709; DB06594; DB09071
328	ME3	Q16798	Humans	DB00157
329	HSD11B1	P28845	Humans	DB00157; DB13751
330	DHFR	P00374	Humans	DB00157; DB00205; DB00440; DB00563; DB00642; DB00798; DB01131; DB01157; DB06813
331	SHMT1	P34896	Humans	DB00114; DB00145
9057	inhA	P9WGR1	Mycobacterium tuberculosis	DB00609; DB00951; DB05154; DB08604
333	F7	P08709	Humans	DB00036; DB00100; DB00170; DB09332; DB13151; DB13152; DB13933
334	ureC	P18314	Enterobacter aerogenes	DB00551
335	MT-CO1	P00395	Humans	DB02659; DB09140
336	HSD17B3	P37058	Humans	DB00157
337	TTR	P02766	Humans	DB01593; DB09130; DB11644; DB14487; DB14533
338	NDUFB1	O75438	Humans	DB00157
339	SEC14L3	Q9UDX4	Humans	DB00163; DB14001; DB14002
340	AMN	Q9BXJ7	Humans	DB00200
342	ADRA2C	P18825	Humans	DB00246; DB00248; DB00363; DB00368; DB00408; DB00484; DB00502; DB00575; DB00589; DB00714; DB00734; DB00797; DB00800; DB00925; DB00935; DB01136; DB01186; DB01200; DB01224; DB01238; DB01267; DB01392; DB01403; DB01577; DB04846; DB04855; DB04946; DB06148; DB06153; DB06216; DB06262; DB06694; DB08815; DB09128; DB11124; DB14185
343	UL54	P08546	HHV-5	DB00369; DB00529
344	CYP17A1	P05093	Humans	DB00157; DB00396; DB00421; DB01026; DB05812; DB09061
345	PRLR	P16471	Humans	DB00052; DB01185
346	GRIK1	P39086	Humans	DB00142
347	GATM	P50440	Humans	DB00129; DB00145; DB02530
348	MT-ND6	P03923	Humans	DB00157
349	ATP4A	P20648	Humans	DB00213; DB00338; DB00448; DB00736; DB01129; DB05351
350	ACSS2	Q9NR19	Humans	DB00131
351	AOC1	P19801	Humans	DB00594; DB01373
353	ASIC1	P78348	Humans	DB00594
354	ADORA3	P0DMS8	Humans	DB00201; DB00640; DB00824; DB01223; DB12010
355	SUCLG2	Q96I99	Humans	DB00139
356	CACNA1A	O00555	Humans	DB00661; DB00836; DB01244
357	H6PD	O95479	Humans	DB00157
359	ALK	Q9UM73	Humans	DB08865; DB09063; DB11363; DB12010; DB12130; DB12141; DB12267
360	ADH4	P08319	Humans	DB00157
361	SLC16A8	O95907	Humans	DB00119
363	YARS2	Q9Y2Z4	Humans	DB00135
364	F9	P00740	Humans	DB00025; DB00170; DB09109; DB09332; DB13150; DB13192; DB13923; DB13998; DB13999; DB14738
365	GRIN1	Q05586	Humans	DB00142; DB00454; DB01043; DB01173; DB03929; DB06151; DB08954
366	gyrA	P43700	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	DB00218; DB00365; DB00467; DB00487; DB00537; DB00685; DB00827; DB00978; DB01059; DB01137; DB01155; DB01165; DB01208; DB06771; DB09047; DB12924
367	NDUFA8	P51970	Humans	DB00157
368	PTGER2	P43116	Humans	DB00770; DB00917; DB00929; DB08964
369	KDR	P35968	Humans	DB00398; DB01268; DB05578; DB06589; DB06595; DB06626; DB08875; DB08896; DB08901; DB09078; DB09079; DB12010; DB12147
370	RFK	Q969G6	Humans	DB00140; DB03247
371	OAZ1	P54368	Humans	DB00129
372	GNMT	Q14749	Humans	DB00118; DB00145; DB04272
373	CROT	Q9UKG9	Humans	DB00583
374	PPAT	Q06203	Humans	DB00130; DB01033; DB01254
375	SLC6A8	P48029	Humans	DB00148
376	NDUFB6	O95139	Humans	DB00157
377	HADH	Q16836	Humans	DB00157; DB09568
378	GAD1	Q99259	Humans	DB00114; DB00142
379	CAMLG	P49069	Humans	DB00091
380	PROC	P04070	Humans	DB00170; DB00464; DB09131; DB09332; DB13149
381	GABRA2	P47869	Humans	DB00231; DB00241; DB00306; DB00312; DB00371; DB00402; DB00404; DB00418; DB00425; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB00898; DB01198; DB01215; DB01346; DB01351; DB01353; DB01544; DB01558; DB01559; DB01588; DB01589; DB01595; DB13872
382	DHODH	Q02127	Humans	DB01097; DB01117; DB03247; DB08880
383	GOT2	P00505	Humans	DB00114; DB00128; DB00142
384	TACR1	P25103	Humans	DB00193; DB00673; DB01221; DB09048; DB09291; DB14019
385	IFNAR2	P48551	Humans	DB00008; DB00011; DB00018; DB00022; DB00034; DB00060; DB00068; DB00069; DB00105; DB06152
386	SLC16A5	O15375	Humans	DB00119
387	FSHR	P23945	Humans	DB00032; DB00066; DB00094; DB00097; DB09066
388	SRR	Q9GZT4	Humans	DB00114
389	DRD4	P21917	Humans	DB00246; DB00248; DB00268; DB00334; DB00363; DB00372; DB00408; DB00409; DB00413; DB00420; DB00477; DB00490; DB00543; DB00589; DB00714; DB00734; DB00777; DB00988; DB01186; DB01200; DB01224; DB01235; DB01238; DB01267; DB01403; DB04908; DB04946; DB05271; DB06216; DB14185
390	SNAP25	P60880	Humans	DB00083
391	NAGLU	P54802	Humans	DB00141
392	KYNU	Q16719	Humans	DB00114
393	HTR2B	P41595	Humans	DB00216; DB00247; DB00248; DB00320; DB00353; DB00508; DB00543; DB00574; DB00589; DB00696; DB00714; DB00715; DB00805; DB00924; DB01079; DB01142; DB01186; DB01200; DB01238; DB01239; DB01242; DB01392; DB06016; DB06148; DB06153; DB06216
394	ELANE	P08246	Humans	DB00058; DB00099
395	TAS1R2	Q8TE23	Humans	DB02772
396	GRIN2D	O15399	Humans	DB00142; DB00454; DB01173; DB06151
397	IVD	P26440	Humans	DB03147
398	gp41	Q53I07	Human immunodeficiency virus 1	DB00109
399	FTH1	P02794	Humans	DB00893; DB01592; DB13995; DB14488; DB14489; DB14490; DB14491; DB14501
400	ADH1B	P00325	Humans	DB00157; DB01213; DB09462
401	NDUFA7	O95182	Humans	DB00157
402	CCKAR	P32238	Humans	DB00403; DB08862
403	GGCX	P38435	Humans	DB00036; DB00055; DB00100; DB00142; DB00170; DB01022; DB01125; DB09332; DB13152
404	ODC1	P11926	Humans	DB00114; DB06243
405	CHRM4	P08173	Humans	DB00246; DB00334; DB00340; DB00342; DB00363; DB00376; DB00387; DB00408; DB00411; DB00420; DB00424; DB00458; DB00496; DB00540; DB00572; DB00622; DB00725; DB00747; DB00777; DB00785; DB00809; DB00835; DB00934; DB01019; DB01036; DB01069; DB01085; DB01142; DB01151; DB01224; DB01238; DB01239; DB01403; DB01409; DB01591; DB01625; DB03128; DB06702; DB06787; DB08897; DB09076; DB09089; DB09167; DB11181; DB11235; DB12278; DB14185
406	CPT1A	P50416	Humans	DB00583; DB01016; DB01074
407	MAT1A	Q00266	Humans	DB00118
408	HSD17B4	P51659	Humans	DB00157
409	ALAS1	P13196	Humans	DB00114; DB00145
410	CKMT2	P17540	Humans	DB00148
411	CHRNA10	Q9GZZ6	Humans	DB00184; DB00202; DB00674; DB00898; DB01090; DB01116; DB01161; DB14783
412	RXRA	P19793	Humans	DB00132; DB00210; DB00307; DB00412; DB00459; DB00523; DB00749; DB00755; DB01393; DB01436; DB03756; DB04224
414	GLRA3	O75311	Humans	DB00145; DB00431; DB00602; DB01956; DB09061
415	KCNN4	O15554	Humans	DB00228; DB00257; DB00468; DB01110; DB01159
416	IL11RA	Q14626	Humans	DB00038
417	GRIN2B	Q13224	Humans	DB00142; DB00454; DB00502; DB00949; DB01956; DB06077; DB06151; DB08954; DB11823
418	CALM1	P0DP23	Humans	DB00477; DB00527; DB00622; DB00623; DB00753; DB00831; DB00836; DB00850; DB00925; DB01023; DB01065; DB01069; DB01100; DB01115; DB01244; DB01373; DB04825; DB04841; DB11093; DB11348; DB13800; DB14481
419	SLC12A3	P55017	Humans	DB00436; DB00524; DB00562; DB00808; DB00880; DB00999; DB01021; DB01119; DB01324; DB01325
420	OPRD1	P41143	Humans	DB00193; DB00295; DB00318; DB00321; DB00327; DB00333; DB00497; DB00514; DB00611; DB00647; DB00704; DB00708; DB00813; DB00836; DB00844; DB00854; DB00899; DB00921; DB00956; DB01081; DB01183; DB01192; DB01221; DB01238; DB01452; DB06204; DB06230; DB06274; DB09061; DB09209; DB09272; DB11130; DB11691
421	CYP4A11	Q02928	Humans	DB00157
422	ANXA1	P04083	Humans	DB00288; DB00591; DB00741; DB00959; DB01222; DB01234; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544
424	OAT	P04181	Humans	DB00114; DB00129
425	LDHA	P00338	Humans	DB00157; DB02701; DB09118; DB09130
426	ACHE	P22303	Humans	DB00122; DB00382; DB00411; DB00449; DB00483; DB00545; DB00674; DB00677; DB00733; DB00805; DB00843; DB00863; DB00944; DB00981; DB00989; DB01010; DB01122; DB01199; DB01245; DB01364; DB01400; DB03128; DB04864; DB13503; DB14006
427	NDUFB2	O95178	Humans	DB00157
428	AKT1	P31749	Humans	DB01169; DB02709
429	parC	P43702	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	DB00218; DB00365; DB00467; DB00487; DB00537; DB00685; DB00978; DB01059; DB01137; DB01155; DB01165; DB01208; DB06771; DB09047
430	CACNA1C	Q13936	Humans	DB00270; DB00308; DB00343; DB00381; DB00393; DB00401; DB00568; DB00622; DB00653; DB00661; DB00898; DB01023; DB01054; DB01115; DB01373; DB04855; DB04920; DB06712; DB06751; DB09237; DB11633; DB12278
431	CALCR	P30988	Humans	DB00017; DB01278
433	GLRA1	P23415	Humans	DB00145; DB00431; DB00572; DB00753; DB00898; DB01028; DB01159; DB01189; DB01236; DB01381; DB01593; DB01956; DB03929; DB09061; DB09130; DB14487; DB14533
435	ABL2	P42684	Humans	DB01254; DB12010
436	PDE3A	Q14432	Humans	DB00235; DB00261; DB00277; DB00922; DB01166; DB01223; DB01303; DB01427; DB04880
437	CDK15	Q96Q40	Humans	DB12010
438	AKR1C4	P17516	Humans	DB00157
439	ITGA2B	P08514	Humans	DB00054; DB00775
440	SLC16A7	O60669	Humans	DB00119
441	SPTLC1	O15269	Humans	DB00114
442	HRH1	P35367	Humans	DB00215; DB00245; DB00246; DB00283; DB00321; DB00334; DB00341; DB00342; DB00354; DB00363; DB00366; DB00370; DB00405; DB00408; DB00420; DB00427; DB00433; DB00434; DB00455; DB00458; DB00477; DB00502; DB00540; DB00543; DB00555; DB00557; DB00568; DB00637; DB00656; DB00715; DB00719; DB00726; DB00734; DB00737; DB00748; DB00751; DB00768; DB00777; DB00792; DB00797; DB00835; DB00902; DB00920; DB00934; DB00950; DB00967; DB00972; DB00985; DB01069; DB01075; DB01084; DB01106; DB01114; DB01142; DB01146; DB01151; DB01173; DB01175; DB01176; DB01224; DB01237; DB01238; DB01239; DB01246; DB01267; DB01403; DB01619; DB01620; DB01624; DB04837; DB04841; DB04890; DB04946; DB05381; DB06016; DB06148; DB06153; DB06216; DB06282; DB06691; DB06698; DB06766; DB08799; DB08801; DB08936; DB09016; DB09167; DB09195; DB09488; DB09555; DB11235; DB11591; DB11614; DB14185
443	CYP27B1	O15528	Humans	DB01436
444	CASP1	P29466	Humans	DB00945; DB01017
445	MCCC1	Q96RQ3	Humans	DB00121
446	ALDH3B1	P43353	Humans	DB00157
447	SLC13A2	Q13183	Humans	DB00139
448	AZIN2	Q96A70	Humans	DB00114
449	SLC16A3	O15427	Humans	DB00119
451	HTR2A	P28223	Humans	DB00246; DB00247; DB00248; DB00321; DB00334; DB00363; DB00370; DB00408; DB00409; DB00420; DB00434; DB00458; DB00477; DB00502; DB00540; DB00543; DB00555; DB00574; DB00589; DB00604; DB00623; DB00656; DB00679; DB00696; DB00714; DB00715; DB00726; DB00734; DB00751; DB00777; DB00805; DB00843; DB00875; DB00924; DB00933; DB00934; DB01069; DB01079; DB01142; DB01149; DB01151; DB01175; DB01186; DB01200; DB01224; DB01238; DB01239; DB01242; DB01267; DB01392; DB01403; DB01618; DB01621; DB01623; DB01624; DB04842; DB04908; DB04946; DB05316; DB06016; DB06077; DB06144; DB06148; DB06153; DB06216; DB06288; DB08815; DB09016; DB09061; DB09128; DB09167; DB09195; DB09225; DB14185
452	SSTR1	P30872	Humans	DB00104; DB06663; DB09099; DB13985; DB15494
453	KIT	P10721	Humans	DB00398; DB00619; DB01254; DB01268; DB04868; DB06589; DB06595; DB08896; DB08901; DB09078; DB09103; DB12010; DB12147; DB12978
454	GRIN2C	Q14957	Humans	DB00142; DB00145; DB00454
455	HPD	P32754	Humans	DB00348
456	MMAB	Q96EY8	Humans	DB00200
457	ENPP1	P22413	Humans	DB00811; DB01143; DB11077
458	TK	Q9QNF7	HHV-1	DB00194; DB00249; DB00577
460	HTR1F	P30939	Humans	DB00216; DB00247; DB00315; DB00669; DB00696; DB00952; DB00953; DB06148; DB11732
461	rpoA	P0A7Z4	Escherichia coli (strain K12)	DB00615; DB11753
462	KCNH6	Q9H252	Humans	DB00308; DB01110; DB01162
464	NTSR2	O95665	Humans	DB01106
465	ADH1C	P00326	Humans	DB00157; DB01213; DB02659
9058	katG	P9WIE5	Mycobacterium tuberculosis	DB00609; DB00951
467	IFNGR2	P38484	Humans	DB00033
468	murA	P0A749	Escherichia coli (strain K12)	DB00828
469	ABCC9	O60706	Humans	DB01016; DB09220
471	GABRA5	P31644	Humans	DB00231; DB00241; DB00306; DB00312; DB00371; DB00395; DB00402; DB00404; DB00418; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB00898; DB01198; DB01205; DB01215; DB01351; DB01353; DB01544; DB01558; DB01559; DB01588; DB01589; DB01595; DB13872
472	GNRHR2	Q96P88	Humans	DB00644; DB00666; DB01406
473	NDUFA5	Q16718	Humans	DB00157
474	trxB	P66010	Staphylococcus aureus (strain Mu50 / ATCC 700699)	DB00548
475	PTGIR	P43119	Humans	DB00374; DB01088; DB01160; DB01240; DB11362
476	HTR1E	P28566	Humans	DB00216; DB00246; DB00247; DB00363; DB00408; DB01224; DB01238; DB14185
477	UGCG	Q16739	Humans	DB00419; DB09039
478	GABRA4	P48169	Humans	DB00231; DB00241; DB00306; DB00312; DB00371; DB00404; DB00418; DB00599; DB00683; DB00690; DB00794; DB00842; DB00849; DB00897; DB00898; DB01351; DB01353; DB01544; DB01558; DB01595
479	ALDH1B1	P30837	Humans	DB00157
481	ACY1	Q03154	Humans	DB00128; DB06151; DB09130
482	THNSL1	Q8IYQ7	Humans	DB00114; DB00156
483	CACNA1G	O43497	Humans	DB00347; DB00568; DB00593; DB00661; DB00909; DB04841; DB05246; DB09061
484	ATP5D	P30049	Humans	DB00228; DB00753; DB01028; DB01159; DB01189; DB01236
485	NDUFV1	P49821	Humans	DB00157
486	SLC6A2	P23975	Humans	DB00182; DB00191; DB00193; DB00226; DB00234; DB00245; DB00285; DB00289; DB00321; DB00344; DB00408; DB00422; DB00454; DB00458; DB00476; DB00514; DB00540; DB00543; DB00579; DB00696; DB00715; DB00726; DB00830; DB00852; DB00907; DB00924; DB00934; DB00937; DB00988; DB01104; DB01105; DB01114; DB01142; DB01149; DB01151; DB01156; DB01170; DB01173; DB01175; DB01221; DB01242; DB01364; DB01381; DB01576; DB01577; DB01579; DB04821; DB04840; DB04896; DB06148; DB06204; DB06700; DB06701; DB08918; DB09068; DB09167; DB09185; DB09225; DB13931; DB14754
487	PDE4B	Q07343	Humans	DB00131; DB00201; DB00277; DB00651; DB00806; DB00824; DB01088; DB01113; DB01427; DB01656; DB05219
488	mrcB	P02919	Escherichia coli (strain K12)	DB00274; DB00303; DB00430; DB00438; DB01327; DB01328; DB01329; DB01331; DB01332; DB01415; DB01598; DB04570; DB06211
490	TSHR	P16473	Humans	DB00024
492	PCCA	P05165	Humans	DB00121
493	NDUFS1	P28331	Humans	DB00157
494	PCYT1B	Q9Y5K3	Humans	DB00122; DB14006
495	SCNN1D	P51172	Humans	DB00384; DB00594
496	CRAT	P43155	Humans	DB00583
497	SCNN1G	P51170	Humans	DB00384; DB00594
498	polA	P00582	Escherichia coli (strain K12)	DB00548
499	LDLR	P01130	Humans	DB00707
500	NDUFS4	O43181	Humans	DB00157
501	ADRA1A	P35348	Humans	DB00211; DB00246; DB00248; DB00298; DB00321; DB00334; DB00346; DB00363; DB00368; DB00388; DB00408; DB00420; DB00449; DB00450; DB00457; DB00458; DB00477; DB00502; DB00540; DB00543; DB00555; DB00575; DB00590; DB00610; DB00622; DB00656; DB00661; DB00668; DB00679; DB00692; DB00696; DB00699; DB00706; DB00723; DB00726; DB00734; DB00751; DB00777; DB00797; DB00800; DB00831; DB00852; DB00865; DB00875; DB00908; DB00925; DB00935; DB00964; DB01069; DB01136; DB01142; DB01149; DB01162; DB01186; DB01200; DB01238; DB01253; DB01267; DB01364; DB01403; DB01576; DB01579; DB01624; DB04855; DB04946; DB04948; DB06144; DB06153; DB06207; DB06216; DB06262; DB06694; DB06706; DB06711; DB06764; DB11124; DB12278; DB14185
502	SLC12A1	Q13621	Humans	DB00214; DB00232; DB00310; DB00534; DB00695; DB00761; DB00774; DB00887; DB00903; DB01325; DB02925
503	MT-ND1	P03886	Humans	DB00157; DB01028; DB01159; DB01189; DB01236
507	TPO	P07202	Humans	DB00389; DB00509; DB00550; DB00763; DB08604; DB11085; DB11496
509	CASR	P41180	Humans	DB00994; DB01012; DB11093; DB11348; DB12865; DB14481
510	TF	P02787	Humans	DB00515; DB00677; DB01370; DB01592; DB01593; DB06757; DB09130; DB14487; DB14488; DB14489; DB14490; DB14491; DB14501; DB14517; DB14518; DB14533
511	ERBB2	P04626	Humans	DB00072; DB01259; DB05773; DB06366; DB08916; DB12010; DB12267; DB15035
512	NDUFB7	P17568	Humans	DB00157
513	ALDH1A2	O94788	Humans	DB00157; DB00162; DB00755
514	TK	P06478		DB00299
515	MTNR1A	P48039	Humans	DB00980; DB01065; DB02709; DB06594; DB09071
516	ITGAL	P20701	Humans	DB00095; DB00098; DB00227; DB00641; DB01098; DB08860; DB11611
517	BCAT1	P54687	Humans	DB00114; DB00142; DB00161
518	GCAT	O75600	Humans	DB00114; DB00145
519	CHAT	P28329	Humans	DB00184
521	EDNRA	P25101	Humans	DB00559; DB00945; DB06268; DB06403; DB08932
522	ADH7	P40394	Humans	DB00157
523	GABRA3	P34903	Humans	DB00231; DB00241; DB00306; DB00312; DB00371; DB00395; DB00402; DB00404; DB00418; DB00425; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB00898; DB01198; DB01215; DB01351; DB01353; DB01544; DB01558; DB01559; DB01588; DB01589; DB01595; DB13872
525	NDUFA13	Q9P0J0	Humans	DB00157
526	QPRT	Q15274	Humans	DB00627
527	GCGR	P47871	Humans	DB00040
528	ASPH	Q12797	Humans	DB00128; DB00139
529	GOT1	P17174	Humans	DB00114; DB00128; DB00142; DB00151; DB09130
530	ALB	P02768	Humans	DB00276; DB00493; DB00545; DB03255; DB06713; DB11359; DB12965; DB13967
531	CHD1	O14646	Humans	DB00445
533	HTR2C	P28335	Humans	DB00193; DB00246; DB00247; DB00248; DB00321; DB00334; DB00363; DB00370; DB00408; DB00420; DB00434; DB00458; DB00472; DB00477; DB00502; DB00540; DB00543; DB00574; DB00589; DB00623; DB00656; DB00696; DB00714; DB00726; DB00734; DB00777; DB00805; DB00924; DB00934; DB01079; DB01142; DB01149; DB01151; DB01175; DB01186; DB01191; DB01200; DB01224; DB01238; DB01239; DB01242; DB01267; DB01392; DB01403; DB04871; DB04948; DB06144; DB06148; DB06153; DB06216; DB06594; DB09195; DB14185
534	GRIN3B	O60391	Humans	DB00142; DB00145; DB01159; DB01173
535	CA4	P22748	Humans	DB00232; DB00273; DB00436; DB00562; DB00606; DB00703; DB00774; DB00819; DB00869; DB00909; DB01021; DB01144; DB01194; DB09460
536	SLC36A1	Q7Z2H8	Humans	DB00145
537	SERPINA7	P05543	Humans	DB09130
538	FGA	P02671	Humans	DB00009; DB00015; DB00029; DB00031; DB01593; DB05099; DB11300; DB11311; DB11571; DB11572; DB13151; DB14487; DB14533
539	SRD5A1	P18405	Humans	DB00367; DB01126; DB01216; DB09389
540	QDPR	P09417	Humans	DB00157
541	NDUFA11	Q86Y39	Humans	DB00157
542	GAPDH	P04406	Humans	DB00157; DB09092; DB09130
544	PCCB	P05166	Humans	DB00121; DB00161
545	NDUFAB1	O14561	Humans	DB00157
546	POLA1	P09884	Humans	DB00242; DB00631; DB01073; DB01280
547	PROZ	P22891	Humans	DB00170
548	frdA	P00363	Escherichia coli (strain K12)	DB00730
550	NDUFA2	O43678	Humans	DB00157
551	MT-ND4	P03905	Humans	DB00157
552	HPGD	P15428	Humans	DB00157
553	KCNMA1	Q12791	Humans	DB00356; DB00436; DB00774; DB00999; DB01003; DB01110; DB01119; DB01159; DB04209
554	ALDH1A1	P00352	Humans	DB00157; DB00162; DB00755
555	P	Q05486	HBV-F	DB00709; DB01265
556	NPR1	P16066	Humans	DB00325; DB00727; DB00883; DB01612; DB01613; DB04899
557	PGR	P06401	Humans	DB00294; DB00304; DB00351; DB00367; DB00378; DB00396; DB00421; DB00431; DB00588; DB00603; DB00648; DB00717; DB00764; DB00823; DB00834; DB00957; DB01395; DB01406; DB01428; DB06713; DB06789; DB08867; DB08906; DB09123; DB09124; DB09389; DB11064; DB11219; DB11619; DB12941; DB13867; DB14512; DB14583
559	IDH3B	O43837	Humans	DB00157
560	CHRM2	P08172	Humans	DB00202; DB00246; DB00280; DB00332; DB00334; DB00340; DB00342; DB00363; DB00376; DB00383; DB00387; DB00392; DB00408; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00483; DB00496; DB00508; DB00517; DB00540; DB00572; DB00622; DB00725; DB00728; DB00747; DB00777; DB00785; DB00804; DB00809; DB00835; DB00907; DB00934; DB00986; DB01019; DB01036; DB01062; DB01069; DB01075; DB01085; DB01135; DB01142; DB01148; DB01151; DB01224; DB01226; DB01231; DB01238; DB01239; DB01336; DB01337; DB01338; DB01403; DB01409; DB01591; DB03128; DB04834; DB06153; DB06702; DB06787; DB08801; DB08897; DB09076; DB09089; DB09167; DB09300; DB11181; DB11235; DB12278; DB14185
561	FARSB	Q9NSD9	Humans	DB00120
562	SLC7A2	P52569	Humans	DB00123; DB00129
563		P13922	Plasmodium falciparum (isolate K1 / Thailand)	DB00205; DB01131; DB01299
565	IL1R1	P14778	Humans	DB00026; DB10770
567	GAMT	Q14353	Humans	DB00148; DB00536
568	FOLH1	Q04609	Humans	DB00089; DB00142
569	CDO1	Q16878	Humans	DB00151; DB00157
570	RDH5	Q92781	Humans	DB00157; DB00162
571	PDHA1	P08559	Humans	DB00157
572	ADRA2B	P18089	Humans	DB00246; DB00248; DB00292; DB00363; DB00368; DB00408; DB00457; DB00484; DB00502; DB00575; DB00589; DB00629; DB00668; DB00696; DB00714; DB00726; DB00734; DB00797; DB00800; DB00925; DB00935; DB00964; DB01018; DB01136; DB01186; DB01200; DB01224; DB01238; DB01267; DB01392; DB01403; DB01577; DB04846; DB04855; DB05271; DB06148; DB06153; DB06216; DB06262; DB06694; DB11124; DB14185
573	ACADSB	P45954	Humans	DB00313
574	HMGCR	P04035	Humans	DB00157; DB00175; DB00227; DB00439; DB00641; DB01076; DB01095; DB01098; DB08860; DB09061
575	ADRA1B	P35368	Humans	DB00211; DB00246; DB00248; DB00298; DB00321; DB00334; DB00346; DB00363; DB00368; DB00388; DB00408; DB00420; DB00457; DB00458; DB00477; DB00540; DB00575; DB00590; DB00622; DB00661; DB00668; DB00679; DB00692; DB00696; DB00706; DB00723; DB00726; DB00734; DB00745; DB00777; DB00800; DB00908; DB00925; DB00935; DB01136; DB01142; DB01149; DB01162; DB01186; DB01200; DB01238; DB01267; DB01403; DB01576; DB01579; DB01608; DB04855; DB06144; DB06153; DB06207; DB06262; DB06694; DB09128; DB11124; DB14185
576	pbpA	Q8XJ01	Clostridium perfringens (strain 13 / Type A)	DB00229; DB00267; DB00301; DB00417; DB00447; DB00456; DB00713; DB00833; DB00948; DB01000; DB01060; DB01061; DB01066; DB01112; DB01139; DB01147; DB01602; DB01604; DB01605
577	SQLE	Q14534	Humans	DB00735; DB00857; DB01091
578	HSD17B8	Q92506	Humans	DB00157
