UniProt_ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,SEP,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,Betweenness,Betweenness(Weight),Closeness,Closeness(Weight),Degree,Degree(Weight),Eigenvector,Eigenvector(Weight),Label
A2RTY3,7.02,2.46,3.33,8.25,2.81,2.63,2.46,4.39,9.47,12.28,3.51,2.63,6.67,6.67,5.96,5.61,4.74,5.61,1.23,2.28,0.18,0.12,0.71,0.22,0.46,0.39,0.07,0.06,0.12,0.18,0.71,0.51,0.27,0.31,0.1,0.06,0.56,0.24,0.21,0.38,0.37,0.25,0.18,0.41,0.59,0.05,-0.28,-0.46,-0.27,0.2,4.12,-0.27,-0.13,-0.16,-0.3,-0.15,-0.14,-0.13,-0.2,-0.32,-0.37,-0.17,-0.14,-0.26,-0.26,-0.24,-0.23,-0.21,-0.23,-0.08,-0.12,0,0,0.25,0.15,1,0.46,0,0,0
A2RU14,11.3,0.87,1.74,3.48,10.43,8.7,1.74,7.83,1.74,19.13,0.87,0,4.35,0,3.48,5.22,1.74,13.04,0.87,3.48,0.07,0.05,0.88,0.11,0.77,0.64,0.04,0.15,0.05,0.07,0.88,0.7,0.11,0.21,0.07,0.02,0.42,0.38,0.2,0.72,0.11,0.17,0.26,0.47,0.53,-1.39,-0.96,-0.36,-0.35,0.25,3.64,-0.36,-0.06,-0.1,-0.17,-0.34,-0.31,-0.1,-0.29,-0.1,-0.46,-0.06,0,-0.2,0,-0.17,-0.22,-0.1,-0.38,-0.06,-0.17,0,0,0.25,0.14,1,0.41,0,0,1
A2RU30,5.37,2.88,6.53,7.87,4.8,3.45,2.11,2.69,5.76,8.64,1.73,2.69,7.87,7.49,6.14,10.56,6.14,4.41,1.73,1.15,0.14,0.14,0.72,0.28,0.41,0.32,0.08,0.08,0.14,0.14,0.72,0.46,0.25,0.42,0.17,0.05,0.45,0.24,0.31,0.34,0.38,0.3,0.22,0.5,0.5,0.45,-0.22,-0.14,-0.46,0.22,4.12,-0.23,-0.15,-0.26,-0.29,-0.21,-0.17,-0.12,-0.14,-0.24,-0.31,-0.1,-0.14,-0.29,-0.28,-0.25,-0.34,-0.25,-0.2,-0.1,-0.07,7.75,100,0.33,0.25,3,2.74,0,0,1
A2RU49,6.17,1.34,3.49,7.24,4.29,5.63,3.49,5.63,7.24,10.46,3.22,4.29,4.02,4.02,2.41,9.92,4.29,7.24,0.8,4.83,0.13,0.11,0.76,0.24,0.48,0.39,0.04,0.1,0.11,0.13,0.76,0.48,0.21,0.35,0.14,0.05,0.44,0.28,0.27,0.42,0.3,0.3,0.23,0.46,0.54,-0.04,-0.45,-0.24,-0.41,0.1,4.14,-0.25,-0.08,-0.17,-0.27,-0.2,-0.23,-0.17,-0.23,-0.27,-0.34,-0.16,-0.2,-0.19,-0.19,-0.13,-0.33,-0.2,-0.27,-0.06,-0.21,236.16,196,0.32,0.21,9,5.09,0,0,1
A2RUB1,4.94,2.21,5.67,5.99,4.2,5.15,3.15,3.15,5.99,7.98,2,7.25,5.78,5.57,5.15,10.08,6.93,4.41,0.74,3.68,0.14,0.12,0.74,0.29,0.38,0.31,0.06,0.09,0.12,0.14,0.74,0.42,0.27,0.39,0.17,0.04,0.41,0.25,0.34,0.33,0.36,0.32,0.22,0.52,0.48,0.52,-0.23,-0.12,-0.44,0.07,4.18,-0.21,-0.12,-0.24,-0.24,-0.19,-0.22,-0.16,-0.16,-0.24,-0.29,-0.11,-0.27,-0.24,-0.23,-0.22,-0.33,-0.27,-0.2,-0.05,-0.18,0,0,0.28,0.19,1,0.97,0,0,1
A2RUB6,3.48,1.69,4.54,10.65,1.9,3.59,2.64,5.27,11.18,8.76,2.22,5.49,4.22,8.54,4.85,9.49,5.49,3.27,0.95,1.79,0.19,0.15,0.66,0.27,0.34,0.29,0.04,0.05,0.15,0.19,0.66,0.37,0.28,0.42,0.15,0.04,0.52,0.2,0.27,0.29,0.45,0.26,0.18,0.41,0.59,0.72,-0.17,-0.44,-0.51,0.13,4.06,-0.17,-0.1,-0.2,-0.34,-0.11,-0.17,-0.14,-0.22,-0.35,-0.31,-0.12,-0.23,-0.19,-0.3,-0.21,-0.32,-0.23,-0.16,-0.06,-0.1,0,0,0.25,0.14,1,0.44,0,0,1
A2RUC4,6.35,0.95,6.67,7.3,6.35,4.76,2.54,4.13,8.25,10.16,1.59,2.54,5.4,4.76,5.71,6.03,3.17,7.3,1.27,4.76,0.17,0.14,0.7,0.2,0.47,0.38,0.05,0.12,0.14,0.17,0.7,0.47,0.24,0.33,0.09,0.03,0.47,0.28,0.25,0.41,0.35,0.24,0.18,0.43,0.57,0.03,-0.17,-0.33,-0.34,0.17,4.14,-0.25,-0.06,-0.26,-0.28,-0.25,-0.21,-0.14,-0.19,-0.3,-0.34,-0.1,-0.14,-0.23,-0.21,-0.24,-0.24,-0.16,-0.28,-0.08,-0.21,0,0,0.23,0.15,1,0.96,0,0,1
A2RUH7,9.32,2.54,5.08,4.8,3.11,7.34,1.69,6.21,5.93,8.19,0.56,2.82,8.19,5.37,5.37,5.08,7.91,6.21,1.69,2.54,0.13,0.1,0.77,0.23,0.51,0.46,0.08,0.07,0.1,0.13,0.77,0.54,0.24,0.36,0.13,0.03,0.41,0.3,0.29,0.45,0.32,0.26,0.24,0.55,0.46,0.1,-0.6,-0.26,-0.39,0.21,4.13,-0.32,-0.14,-0.22,-0.21,-0.16,-0.28,-0.1,-0.25,-0.24,-0.3,-0.04,-0.15,-0.3,-0.23,-0.23,-0.22,-0.29,-0.25,-0.1,-0.14,0,0,0.29,0.16,1,0.42,0,0,1
A2VDF0,12.34,1.95,3.25,8.44,2.6,7.14,0.65,4.55,4.55,16.88,2.6,1.95,6.49,1.95,5.84,3.9,3.25,7.79,0.65,3.25,0.11,0.12,0.77,0.14,0.61,0.55,0.07,0.07,0.12,0.11,0.77,0.59,0.2,0.28,0.07,0.05,0.53,0.24,0.23,0.54,0.27,0.2,0.25,0.48,0.52,-0.38,-0.77,-0.36,-0.44,0.27,3.93,-0.37,-0.11,-0.16,-0.3,-0.14,-0.27,-0.05,-0.2,-0.2,-0.43,-0.14,-0.11,-0.26,-0.11,-0.24,-0.18,-0.16,-0.29,-0.05,-0.16,9.04,11,0.27,0.18,2,1.45,0,0,0
A3KMH1,5.77,0.94,5.46,6.77,3.31,6.35,2.73,5.98,5.88,11.23,2.57,3.88,5.41,4.88,6.14,6.72,5.41,6.67,1,2.89,0.15,0.12,0.73,0.21,0.48,0.41,0.05,0.07,0.12,0.15,0.73,0.48,0.24,0.36,0.12,0.04,0.46,0.26,0.28,0.41,0.32,0.26,0.2,0.47,0.53,0.1,-0.43,-0.38,-0.41,0.17,4.16,-0.24,-0.06,-0.23,-0.26,-0.16,-0.25,-0.14,-0.24,-0.24,-0.35,-0.14,-0.18,-0.23,-0.21,-0.25,-0.26,-0.23,-0.26,-0.07,-0.15,0,0,0.25,0.14,1,0.41,0,0,1
A3KN83,6.96,0.86,6.1,6.6,2.8,6.68,1.44,5.17,7.9,9.33,2.3,5.03,4.74,4.24,5.03,8.97,5.53,6.6,1.22,2.51,0.14,0.13,0.73,0.22,0.46,0.4,0.05,0.07,0.13,0.14,0.73,0.46,0.24,0.38,0.15,0.03,0.44,0.25,0.32,0.4,0.35,0.26,0.24,0.52,0.49,0.34,-0.48,-0.31,-0.49,0.16,4.13,-0.27,-0.06,-0.25,-0.26,-0.14,-0.26,-0.09,-0.22,-0.29,-0.32,-0.13,-0.22,-0.21,-0.19,-0.22,-0.31,-0.23,-0.26,-0.08,-0.13,67.01,85,0.33,0.2,5,2.55,0,0,0
A4D0S4,5.96,7.33,5.96,5.74,2.73,7.78,3.07,4.32,5.11,9.03,1.02,4.94,5.79,5.96,4.71,7.33,5.05,4.77,0.62,2.78,0.13,0.12,0.75,0.28,0.42,0.38,0.06,0.06,0.12,0.13,0.75,0.47,0.24,0.38,0.12,0.08,0.41,0.28,0.32,0.43,0.34,0.25,0.28,0.55,0.45,0.46,-0.52,0.03,-0.45,0.01,4.17,-0.24,-0.28,-0.24,-0.24,-0.14,-0.29,-0.15,-0.2,-0.22,-0.31,-0.07,-0.21,-0.24,-0.24,-0.21,-0.28,-0.22,-0.21,-0.05,-0.14,0,0,0.31,0.21,8,5.37,0,0,1
A4D126,8.2,2.88,3.99,8.43,2.44,5.99,2.88,6.43,5.76,10.86,2,2.22,4.88,5.54,4.66,7.1,3.55,8.87,0.44,2.88,0.13,0.12,0.74,0.22,0.5,0.45,0.05,0.06,0.12,0.13,0.74,0.51,0.2,0.35,0.11,0.05,0.48,0.28,0.24,0.46,0.31,0.23,0.24,0.48,0.52,0.04,-0.63,-0.34,-0.47,0.18,4.11,-0.3,-0.15,-0.19,-0.3,-0.13,-0.24,-0.15,-0.26,-0.24,-0.35,-0.11,-0.12,-0.21,-0.23,-0.21,-0.27,-0.17,-0.31,-0.04,-0.15,200.92,425,0.27,0.18,5,3.35,0,0,1
A4D1B5,4.68,2.58,4.57,6.21,4.22,4.45,4.68,5.85,5.5,13.93,1.99,5.97,3.4,3.86,3.86,8.2,4.1,6.56,1.52,3.86,0.14,0.11,0.75,0.23,0.47,0.39,0.03,0.1,0.11,0.14,0.75,0.49,0.23,0.31,0.12,0.05,0.45,0.29,0.27,0.44,0.3,0.26,0.2,0.45,0.56,-0.1,-0.31,-0.25,-0.36,0.05,4.16,-0.21,-0.14,-0.2,-0.25,-0.19,-0.2,-0.21,-0.24,-0.23,-0.4,-0.11,-0.24,-0.17,-0.18,-0.18,-0.3,-0.19,-0.26,-0.09,-0.18,365.92,1407,0.3,0.2,6,3.1,0,0,1
A4D1E9,5.43,1.29,5.17,5.94,4.13,9.04,3.1,6.98,9.56,11.89,2.84,4.13,4.13,4.13,3.88,5.94,4.65,5.43,0.52,1.81,0.17,0.11,0.72,0.18,0.5,0.43,0.04,0.07,0.11,0.17,0.72,0.47,0.25,0.35,0.11,0.04,0.47,0.25,0.28,0.45,0.33,0.23,0.22,0.45,0.55,0.09,-0.56,-0.4,-0.37,0.15,4.11,-0.23,-0.08,-0.22,-0.24,-0.19,-0.31,-0.16,-0.27,-0.32,-0.37,-0.15,-0.19,-0.19,-0.19,-0.18,-0.24,-0.21,-0.23,-0.04,-0.11,6878.86,6604,0.32,0.2,19,9.78,0,0,1
A4D1T9,5.53,2.55,4.68,3.83,4.26,6.38,2.55,4.26,7.66,9.36,2.55,5.11,5.96,4.26,3.83,6.38,4.68,10.21,1.7,4.26,0.14,0.09,0.77,0.22,0.5,0.42,0.06,0.1,0.09,0.14,0.77,0.51,0.25,0.3,0.11,0.05,0.4,0.32,0.29,0.44,0.32,0.26,0.21,0.52,0.49,-0.1,-0.43,-0.24,-0.29,0.06,4.19,-0.23,-0.14,-0.21,-0.18,-0.19,-0.25,-0.14,-0.19,-0.28,-0.32,-0.14,-0.22,-0.24,-0.19,-0.18,-0.25,-0.21,-0.34,-0.1,-0.19,8.21,17,0.25,0.15,2,0.91,0,0,1
A4D256,6.94,2.68,7.16,4.25,5.82,5.59,2.91,7.38,5.15,8.5,2.01,4.7,4.03,4.25,7.16,5.37,4.92,4.7,1.12,5.37,0.15,0.11,0.73,0.23,0.46,0.37,0.04,0.12,0.11,0.15,0.73,0.48,0.24,0.32,0.1,0.05,0.41,0.32,0.27,0.43,0.3,0.25,0.21,0.46,0.54,0.07,-0.21,-0.23,-0.31,0.03,4.21,-0.27,-0.14,-0.27,-0.19,-0.24,-0.23,-0.15,-0.28,-0.22,-0.3,-0.11,-0.21,-0.19,-0.19,-0.27,-0.23,-0.21,-0.21,-0.07,-0.23,13.06,0,0.33,0.19,5,2.23,0,0,1
A4FU01,6.49,1.69,4.65,5.92,3.95,7.9,2.12,3.1,2.12,12.83,1.27,2.68,8.18,6.06,8.04,8.74,3.81,5.36,3.39,1.69,0.12,0.11,0.77,0.22,0.53,0.44,0.08,0.09,0.11,0.12,0.77,0.5,0.23,0.37,0.13,0.03,0.45,0.23,0.32,0.45,0.3,0.26,0.25,0.5,0.51,0.03,-0.37,-0.22,-0.32,0.23,4.08,-0.26,-0.1,-0.21,-0.24,-0.18,-0.29,-0.12,-0.16,-0.12,-0.38,-0.08,-0.14,-0.3,-0.25,-0.29,-0.31,-0.18,-0.23,-0.17,-0.1,0,0,0.24,0.14,1,0.4,0,0,0
A4GXA9,13.72,2.37,4.22,7.92,1.58,7.39,1.06,2.11,1.06,11.87,0.79,0.53,8.18,5.28,10.29,6.86,3.96,7.12,2.9,0.79,0.12,0.12,0.76,0.19,0.56,0.5,0.08,0.05,0.12,0.12,0.76,0.55,0.21,0.36,0.11,0.03,0.52,0.21,0.27,0.49,0.27,0.22,0.3,0.54,0.46,0.19,-0.63,-0.28,-0.37,0.33,3.87,-0.39,-0.13,-0.19,-0.29,-0.1,-0.28,-0.07,-0.12,-0.07,-0.37,-0.06,-0.04,-0.3,-0.22,-0.34,-0.27,-0.18,-0.27,-0.15,-0.06,1.48,0,0.31,0.2,5,2.97,0,0,1
A4UGR9,4.15,0.95,5.07,10.61,2.96,4.33,2.58,6.08,9.75,6.28,2.07,4.18,5.13,6.08,4.3,9.54,7.5,5.96,0.71,1.78,0.17,0.16,0.68,0.26,0.38,0.32,0.05,0.06,0.16,0.17,0.68,0.42,0.26,0.43,0.17,0.03,0.46,0.26,0.28,0.31,0.41,0.29,0.19,0.47,0.53,0.59,-0.34,-0.39,-0.56,0.15,4.09,-0.19,-0.06,-0.22,-0.34,-0.15,-0.2,-0.14,-0.25,-0.33,-0.25,-0.12,-0.19,-0.22,-0.25,-0.2,-0.32,-0.28,-0.24,-0.05,-0.1,355.15,997,0.32,0.21,8,5.18,0,0,1
A5A3E0,5.4,2.7,6.05,9.21,2.23,6.42,3.16,4.56,7.91,9.02,3.91,4.93,4.09,4.47,5.02,7.63,5.02,4.74,0.93,2.6,0.16,0.15,0.69,0.22,0.41,0.34,0.04,0.06,0.15,0.16,0.69,0.43,0.25,0.39,0.13,0.07,0.48,0.23,0.29,0.36,0.37,0.26,0.22,0.47,0.53,0.51,-0.36,-0.24,-0.43,0.06,4.18,-0.23,-0.14,-0.25,-0.32,-0.12,-0.25,-0.16,-0.2,-0.29,-0.31,-0.18,-0.21,-0.19,-0.2,-0.22,-0.28,-0.22,-0.21,-0.06,-0.14,5134.04,2886,0.44,0.28,68,34.66,0.03,0.02,1
A5D8V6,7.04,0.28,1.97,8.73,2.54,7.89,0.56,1.13,3.1,10.42,2.54,1.41,20,7.32,5.63,7.61,2.82,4.51,0.56,3.94,0.09,0.11,0.8,0.22,0.57,0.51,0.2,0.07,0.11,0.09,0.8,0.52,0.31,0.36,0.1,0.03,0.45,0.16,0.39,0.34,0.43,0.38,0.23,0.54,0.47,-0.05,-0.41,-0.02,-0.37,0.5,3.8,-0.27,-0.02,-0.11,-0.31,-0.13,-0.29,-0.04,-0.07,-0.16,-0.34,-0.13,-0.09,-0.46,-0.28,-0.23,-0.28,-0.15,-0.2,-0.04,-0.18,461.77,404,0.33,0.22,13,8.23,0,0,1
A5D8V7,8.24,0.5,4.03,12.27,1.68,3.53,3.87,2.52,9.24,13.11,1.85,3.36,2.02,7.73,8.74,6.05,4.2,4.71,0.84,1.51,0.22,0.16,0.62,0.2,0.39,0.34,0.02,0.04,0.16,0.22,0.62,0.4,0.27,0.38,0.1,0.02,0.65,0.16,0.19,0.35,0.39,0.2,0.18,0.37,0.63,0.65,-0.2,-0.67,-0.4,0.21,3.95,-0.3,-0.04,-0.19,-0.37,-0.1,-0.17,-0.18,-0.13,-0.32,-0.38,-0.11,-0.17,-0.11,-0.29,-0.31,-0.25,-0.19,-0.21,-0.06,-0.09,3.96,14,0.27,0.17,5,2.96,0,0,1
A5D8W1,6.59,2.34,4.78,7.86,3.72,4.99,1.81,8.4,9.46,12.11,1.91,4.36,3.61,5.21,2.98,6.38,4.57,5.74,1.06,2.13,0.14,0.13,0.73,0.21,0.48,0.41,0.04,0.07,0.13,0.14,0.73,0.5,0.22,0.34,0.11,0.04,0.48,0.28,0.24,0.45,0.35,0.2,0.2,0.43,0.57,-0.02,-0.49,-0.4,-0.49,0.14,4.11,-0.26,-0.13,-0.21,-0.29,-0.18,-0.22,-0.11,-0.3,-0.32,-0.37,-0.11,-0.2,-0.17,-0.22,-0.15,-0.25,-0.2,-0.24,-0.07,-0.12,0,0,0.24,0.14,1,0.5,0,0,1
A5LHX3,11.33,3.33,5.67,5.67,2,9,4.33,1.33,1.33,9,1.67,0,6.33,4,7.67,8.67,6,7,1.67,4,0.13,0.11,0.75,0.26,0.49,0.44,0.06,0.08,0.11,0.13,0.75,0.5,0.2,0.39,0.15,0.05,0.45,0.25,0.3,0.45,0.23,0.31,0.32,0.57,0.43,0.34,-0.64,-0.08,-0.31,0.2,4.01,-0.36,-0.16,-0.24,-0.24,-0.11,-0.31,-0.2,-0.08,-0.08,-0.31,-0.1,0,-0.25,-0.19,-0.28,-0.31,-0.24,-0.27,-0.1,-0.19,402.07,403,0.38,0.23,28,16.83,0.01,0.01,1
A5PLK6,4.09,1.95,3.81,7.16,5.2,3.07,2.79,7.06,8.74,10.97,3.72,4.28,4.37,5.48,4.93,8.46,4.83,4.37,1.67,3.07,0.16,0.11,0.73,0.24,0.45,0.34,0.04,0.1,0.11,0.16,0.73,0.48,0.25,0.33,0.13,0.06,0.48,0.28,0.24,0.38,0.34,0.27,0.18,0.39,0.61,-0.04,-0.18,-0.38,-0.3,0.08,4.17,-0.19,-0.11,-0.18,-0.27,-0.22,-0.15,-0.14,-0.27,-0.31,-0.35,-0.18,-0.19,-0.2,-0.23,-0.21,-0.3,-0.21,-0.2,-0.1,-0.15,2.11,22,0.29,0.17,2,1.17,0,0,0
A5PLL7,7.41,2.96,4.44,6.3,4.81,6.67,5.93,6.67,3.7,12.96,1.11,2.59,5.19,3.33,5.19,3.33,5.56,4.81,4.81,2.22,0.15,0.11,0.74,0.17,0.54,0.44,0.05,0.12,0.11,0.15,0.74,0.56,0.23,0.3,0.09,0.04,0.46,0.32,0.22,0.51,0.26,0.23,0.2,0.43,0.57,-0.3,-0.32,-0.24,-0.11,0.08,4.17,-0.28,-0.15,-0.2,-0.25,-0.21,-0.26,-0.24,-0.26,-0.18,-0.38,-0.07,-0.14,-0.22,-0.16,-0.22,-0.16,-0.23,-0.21,-0.21,-0.12,84.16,125,0.31,0.21,5,3.13,0,0,1
A5X5Y0,5.26,1.97,3.51,5.04,5.92,6.14,2.63,5.48,3.95,13.82,3.51,4.39,6.36,3.29,3.95,7.68,6.14,5.92,2.41,2.63,0.11,0.09,0.81,0.22,0.55,0.43,0.06,0.11,0.09,0.11,0.81,0.57,0.21,0.32,0.14,0.06,0.41,0.31,0.28,0.47,0.27,0.29,0.21,0.47,0.53,-0.42,-0.45,-0.19,-0.31,0.1,4.16,-0.22,-0.11,-0.17,-0.22,-0.24,-0.25,-0.14,-0.23,-0.18,-0.4,-0.17,-0.2,-0.25,-0.16,-0.18,-0.28,-0.25,-0.24,-0.13,-0.14,378.73,1939,0.29,0.18,9,5.2,0,0,1
A5YKK6,7.95,1.73,4.55,5.6,4.29,4.84,3.24,5.68,4.92,12.04,3.11,4.5,5.98,6.06,4.63,6.14,5.47,5.68,0.8,2.78,0.13,0.1,0.77,0.22,0.5,0.42,0.06,0.08,0.1,0.13,0.77,0.53,0.23,0.33,0.12,0.05,0.48,0.26,0.26,0.43,0.32,0.27,0.21,0.47,0.53,-0.08,-0.43,-0.27,-0.37,0.18,4.17,-0.29,-0.1,-0.2,-0.23,-0.2,-0.21,-0.16,-0.24,-0.21,-0.37,-0.16,-0.2,-0.24,-0.25,-0.21,-0.25,-0.23,-0.24,-0.06,-0.14,7780.82,19805,0.39,0.26,53,31.92,0.01,0.01,1
A5YM72,12.21,3.14,3.87,7.38,2.9,10.16,2.9,1.09,2.18,16.2,1.69,1.09,6.53,3.63,7.01,4.11,3.63,7.86,1.21,1.21,0.12,0.11,0.77,0.16,0.6,0.54,0.07,0.05,0.11,0.12,0.77,0.57,0.2,0.33,0.08,0.05,0.53,0.21,0.26,0.55,0.25,0.2,0.3,0.53,0.47,-0.06,-0.82,-0.24,-0.36,0.26,3.91,-0.37,-0.16,-0.18,-0.28,-0.15,-0.34,-0.15,-0.07,-0.12,-0.43,-0.1,-0.07,-0.26,-0.17,-0.27,-0.19,-0.17,-0.29,-0.08,-0.08,68.67,113,0.31,0.22,6,4.6,0,0,1
A6BM72,5.75,13.98,4.31,4.21,2.68,12.07,4.12,2.68,1.92,4.98,1.44,3.64,7.95,4.31,3.83,8.14,6.03,3.35,1.53,3.07,0.1,0.09,0.82,0.36,0.42,0.37,0.08,0.07,0.09,0.1,0.82,0.5,0.22,0.39,0.14,0.15,0.31,0.33,0.36,0.47,0.26,0.31,0.4,0.65,0.35,0.55,-0.75,0.54,-0.29,-0.21,4.06,-0.24,-0.4,-0.2,-0.19,-0.14,-0.37,-0.19,-0.14,-0.11,-0.22,-0.09,-0.17,-0.29,-0.2,-0.18,-0.3,-0.24,-0.16,-0.09,-0.15,0,0,0.32,0.22,1,0.66,0,0,1
A6H8Y1,4.76,1.11,5.26,13.61,1.87,4.5,1.33,4.57,8.46,6.71,1.98,4.95,6.25,4.65,6.06,9.53,6.97,6.48,0.11,0.84,0.16,0.19,0.65,0.23,0.37,0.33,0.06,0.03,0.19,0.16,0.65,0.41,0.27,0.45,0.17,0.03,0.48,0.22,0.31,0.3,0.43,0.27,0.2,0.5,0.5,0.8,-0.39,-0.36,-0.69,0.17,4,-0.21,-0.07,-0.22,-0.39,-0.11,-0.2,-0.08,-0.2,-0.3,-0.26,-0.11,-0.22,-0.25,-0.21,-0.25,-0.32,-0.27,-0.26,-0.01,-0.06,539.75,2212,0.37,0.26,14,9.77,0,0,1
A6H8Z2,5.97,4.73,4.48,11.44,3.73,4.23,5.97,3.48,3.48,6.22,1,1.99,8.46,4.23,6.22,10.7,6.47,4.23,1.99,1,0.16,0.16,0.68,0.27,0.39,0.33,0.09,0.07,0.16,0.16,0.68,0.46,0.26,0.42,0.17,0.06,0.45,0.26,0.3,0.35,0.34,0.34,0.26,0.51,0.49,0.61,-0.27,0.02,-0.35,0.14,4.1,-0.24,-0.21,-0.2,-0.36,-0.18,-0.19,-0.24,-0.17,-0.17,-0.25,-0.07,-0.11,-0.3,-0.19,-0.25,-0.35,-0.26,-0.19,-0.11,-0.07,0,0,0.29,0.18,1,0.61,0,0,1
A6NC98,11.25,0.54,2.78,15.58,0.75,7.38,2.03,0.81,2.71,15.18,1.02,1.15,5.89,9.15,10.7,6.03,2.03,3.73,0.88,0.41,0.15,0.18,0.66,0.18,0.47,0.44,0.06,0.02,0.18,0.15,0.66,0.42,0.23,0.43,0.08,0.02,0.68,0.09,0.23,0.41,0.37,0.17,0.25,0.41,0.59,0.64,-0.45,-0.53,-0.59,0.36,3.68,-0.36,-0.04,-0.14,-0.42,-0.05,-0.28,-0.11,-0.06,-0.14,-0.41,-0.07,-0.07,-0.24,-0.32,-0.35,-0.24,-0.11,-0.18,-0.06,-0.03,7.79,0,0.32,0.2,2,1.01,0,0,1
A6NCS4,10.3,1.99,2.66,5.32,2.33,12.62,2.33,0.66,3.65,7.97,1.33,1.99,10.96,5.32,9.63,7.97,3.32,5.65,0.66,3.32,0.16,0.08,0.76,0.22,0.53,0.48,0.11,0.06,0.08,0.16,0.76,0.45,0.29,0.37,0.11,0.03,0.46,0.18,0.36,0.42,0.3,0.29,0.33,0.58,0.43,0.48,-0.61,-0.16,-0.23,0.28,3.95,-0.34,-0.11,-0.14,-0.23,-0.13,-0.38,-0.13,-0.05,-0.17,-0.29,-0.08,-0.11,-0.35,-0.23,-0.33,-0.29,-0.16,-0.23,-0.05,-0.16,0,0,0.25,0.16,1,0.67,0,0,1
A6ND01,6,7.2,3.2,6.8,4.4,5.6,2.4,2.4,4.4,9.6,2.4,4.8,8.4,3.2,4,8.4,3.6,4.4,6.4,2.4,0.11,0.1,0.79,0.25,0.5,0.36,0.08,0.13,0.1,0.11,0.79,0.55,0.24,0.31,0.12,0.1,0.39,0.31,0.3,0.46,0.31,0.28,0.27,0.52,0.48,-0.09,-0.2,0.2,-0.13,-0.07,4.19,-0.24,-0.27,-0.16,-0.26,-0.2,-0.23,-0.13,-0.13,-0.2,-0.33,-0.13,-0.21,-0.3,-0.16,-0.19,-0.3,-0.17,-0.2,-0.25,-0.13,1151.32,4243.5,0.37,0.24,18,8.9,0.01,0.01,1
A6NDE4,6.05,1.01,6.25,4.84,1.41,11.09,5.04,1.61,3.83,3.23,1.61,3.63,7.06,1.61,13.71,14.72,3.02,2.22,1.01,7.06,0.23,0.11,0.66,0.27,0.35,0.31,0.07,0.1,0.11,0.23,0.66,0.28,0.33,0.42,0.18,0.03,0.4,0.17,0.43,0.28,0.27,0.39,0.33,0.55,0.45,1.15,-0.09,-0.1,-0.11,0.1,3.91,-0.25,-0.07,-0.25,-0.21,-0.09,-0.35,-0.22,-0.1,-0.18,-0.16,-0.1,-0.17,-0.27,-0.1,-0.39,-0.41,-0.15,-0.12,-0.07,-0.27,0,0,0.31,0.19,1,0.47,0,0,1
A6NDE8,6.84,3.42,5.13,16.24,0.85,10.26,1.71,0.85,3.42,0,3.42,0.85,15.38,10.26,5.13,5.13,4.27,2.56,1.71,2.56,0.1,0.21,0.68,0.26,0.42,0.36,0.15,0.05,0.21,0.1,0.68,0.39,0.27,0.51,0.09,0.07,0.47,0.16,0.37,0.27,0.51,0.33,0.26,0.54,0.46,1,-0.34,0.17,-0.56,0.24,3.78,-0.27,-0.17,-0.22,-0.43,-0.06,-0.34,-0.1,-0.06,-0.17,0,-0.17,-0.06,-0.42,-0.34,-0.22,-0.22,-0.19,-0.14,-0.1,-0.14,11.04,0,0.34,0.23,12,7.36,0,0,0
A6NDG6,12.77,2.49,6.23,4.98,3.12,10.9,0.62,2.8,3.74,12.15,1.87,2.49,5.92,3.12,6.85,4.05,4.98,7.79,0.62,2.49,0.11,0.11,0.78,0.17,0.58,0.52,0.06,0.06,0.11,0.11,0.78,0.55,0.2,0.34,0.09,0.04,0.46,0.24,0.3,0.53,0.27,0.2,0.3,0.58,0.42,0.08,-0.84,-0.22,-0.45,0.22,3.99,-0.38,-0.13,-0.25,-0.22,-0.16,-0.35,-0.05,-0.15,-0.18,-0.37,-0.11,-0.13,-0.24,-0.16,-0.27,-0.19,-0.22,-0.29,-0.05,-0.13,2641.59,6093,0.34,0.21,12,5.83,0,0,1
